place_id,place_name,comm_score,cover_image_url,location,tag_list,coordinate_type,latitude,longitude,address,description
137978569,Dongbaek Lake Park,0.0,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153.jpg,Yongin-si,['City Parks'],GCJ02,37.275783,127.149534,"12 Dongbaek 5-ro, Jung-dong, Giheung-gu, Yongin-si, Gyeonggi-do, South Korea",No Description
146398189,Seonbawi,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seoul,,GCJ02,37.579283,126.957916,"Muak-dong, Jongno-gu, Seoul, South Korea",No Description
142429017,Seoul Theater Center,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M0B/AE/87/CghzfVW7IAaAJGP4AAA0UwxYU3A867.jpg,Seoul,['Theater'],GCJ02,37.583342,127.00131,"3 Daemyeong-gil, Jongno-gu, Seoul",No Description
146883557,Insadong Culture Street,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seoul,,GCJ02,37.574343,126.985921,"30-9 Gwanhun-dong, Jongno District, Seoul, South Korea",No Description
147475389,Jeonggaksa Temple,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seoul,,GCJ02,37.584995,127.0079,"57-16 Samseongyo-ro 8-gil, Seongbuk-gu, Seoul",No Description
142735846,사기막골공원 Sagimakgol Park,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seongnam,,GCJ02,37.445664,127.182675,"Sangdaewon-dong, Jungwon-gu, Seongnam-si, Gyeonggi-do, South Korea",No Description
144872239,Haevichi Country Club,0.0,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg,Namyangju-si,,GCJ02,37.613377,127.289894,"160 Jaejaegi-ro 190beon-gil, Hwado-eup, Namyangju-si, Gyeonggi-do, South Korea",No Description
142650617,Uijeongbu Music Art Library,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M01/AF/63/CghzfFW7IASAT10JAAA6hcRCmrA034.jpg,Uijeongbu,['Libraries'],GCJ02,37.745062,127.106173,"248 Millak-ro, Uijeongbu-si, Gyeonggi-do",No Description
142399878,Nam June Paik Memorial Hall,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M03/AF/64/CghzfFW7IBCAUbLaAAAlnuKOkAQ344.jpg,Seoul,['Memorial Halls'],GCJ02,37.573011,127.013749,"12-1 Jong-ro 53-gil, Changsin-dong, Jongno-gu, Seoul, South Korea",No Description
146704464,Dolmagag,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seongnam,,GCJ02,37.374732,127.125099,"수내2동 Bundang-gu, Seongnam-si, Gyeonggi-do, South Korea",No Description
