place_id,head_image,user_name,content,user_rating,create_time
62060637,https://ak-d.tripcdn.com/images/0a21q22159c7qqx9c3DA4.jpg,Join my trip,"it&#39;s close to home,i often go",4.0,2023-03-08 15:22:38
