place_id,place_name,comm_score,cover_image_url,location,tag_list,coordinate_type,latitude,longitude,address,description
144711496,Masjid Al-Falah IKMI Seoul Korea,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seoul,,GCJ02,37.51435,126.907167,"Yeongdeungpo-dong, Yeongdeungpo-gu, Seoul, South Korea",No Description
146564394,Hoamsan,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seoul,,GCJ02,37.451078,126.927181,"South Korea, Seoul, Gwanak-gu, Sillim-dong, 산 57-13 닫기",No Description
147487370,British Council Korea,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seoul,,GCJ02,37.563783,126.972095,"19 Seosomun-ro 11-gil, Jeong-dong, Jung-gu, Seoul, South Korea",No Description
137057162,Jangsucheon,0.0,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153.jpg,Incheon,['City Parks'],GCJ02,37.442372,126.742212,"810-11 만수6동 Namdong-gu, Incheon, South Korea",No Description
147238602,Heal Point Glamping,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Yongin-si,,GCJ02,37.351355,127.052757,"541 Dongcheon-ro, Suji-gu, Yongin-si, Gyeonggi-do, South Korea",No Description
95955740,Wongok Park,0.0,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153.jpg,Ansan,['City Parks'],GCJ02,37.333443,126.794742,"산35 Wongok-dong, Danwon-gu, Ansan-si, Gyeonggi-do, South Korea",No Description
146487847,Eunpyeong-jeong,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seoul,,GCJ02,37.591615,126.927843,"-dong, 산7-266 응암제2동 Eunpyeong-gu, Seoul",No Description
147179313,Bukhansan History Museum (+information center),0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Goyang-si,,GCJ02,37.652332,126.962108,"Bukhan-dong, Deogyang-gu, Goyang-si, Gyeonggi-do, South Korea",No Description
147210877,Boombar,0.0,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg,Seoul,,GCJ02,37.535029,126.997304,"South Korea, Seoul, Yongsan-gu, Itaewon-ro, 211, 한남빌딩, 2층",No Description
136686980,Angol Children's Park,0.0,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153.jpg,Seoul,['City Parks'],GCJ02,37.565314,127.064267,"Jangan-dong, Dongdaemun-gu, Seoul, South Korea",No Description
