place_id,place_name,comm_score,cover_image_url,location,tag_list,coordinate_type,latitude,longitude,address,description
147060288,Seoul Marina Club & Yacht,0.0,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg,Seoul,,GCJ02,37.534775,126.911532,"160 Yeouiseo-ro, Yeouido-dong, Yeongdeungpo-gu, Seoul, South Korea",No Description
133527186,Sparex Sauna,4.0,https://ak-d.tripcdn.com/images/0ww6n12000eky6yeyFF50.jpg,Seoul,['Spas'],GCJ02,37.571754,127.0154,"19, Jibong-ro, Jongno-gu Season Bldg. 12F, Seoul 03121 South Korea",No Description
20905775,Yoido Full Gospel Church,4.3,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/08/Cghzf1W7IAiAEZMCAAAq8-SgSLM800.jpg,Seoul,"['Churches and Cathedrals', 'Islands/Peninsulas']",GCJ02,37.531019,126.923224,"15 Gukhoe-daero 76-gil, Yeongdeungpo-gu, Seoul, South Korea","Yeouido Full Gospel Church is a church chapel located on Yeouido. There is a huge cross on the church square, which is very grand. The interior of the church is also very large, with a large cross in the middle, and a large screen on each side that can broadcast dynamic information. The huge chapel can accommodate thousands of people for worship. On weekends, there is a liturgy here, if you are a believer, you can go and listen."
61881806,Gyeongnidan-gil,5.0,https://ak-d.tripcdn.com/images/0ww5j120008ykaemiA473.jpg,Seoul,"['Featured Neighborhoods', 'Roads/Highways']",GCJ02,37.538432,126.987547,"210-65 Itaewon-dong, Yongsan-gu, Seoul, South Korea",No Description
146634049,Salgoji Sports Park,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seoul,,GCJ02,37.554121,127.049463,"104 Sageun-dong, Seongdong-gu, Seoul",No Description
146921932,MJ컨벤션,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Bucheon-si,,GCJ02,37.481941,126.798496,"65-7 Sosabon-dong, Sosa-gu, Bucheon-si, Gyeonggi-do, South Korea",No Description
141626462,LoL Park,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M0A/FC/26/CghzflW7IBWAQ9avAAA22AXeLeI484.jpg,Seoul,['Stadiums'],GCJ02,37.570919,126.981628,"33 Jong-ro, Cheongjin-dong, Jongno-gu, Seoul",No Description
65178384,JTN Art Hall,0.0,https://ak-d.tripcdn.com/images/1i61m22348q565mtc982B.jpg,Seoul,['Theater'],GCJ02,37.576758,127.003912,"139 Ewha-dong, Jongno-gu, Seoul",No Description
142321740,Megabox,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M02/AF/63/CghzfFW7IAaAPaqMAAA-wvU2dn8545.jpg,Goyang-si,['Cinemas'],GCJ02,37.646772,126.892616,"Gyeonggi-do, Goyang-si, Deogyang-gu, Goyang-daero, 1955 4층",No Description
144004076,CGV,0.0,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg,Seoul,,GCJ02,37.59245,127.016794,"Seoul, Seongbuk-gu, Dongsomun-ro, 106 12F 10",No Description
