place_id,head_image,user_name,content,user_rating,create_time
142952201,https://ak-d.tripcdn.com/images/1i55t12000dex1sw610BA.jpg,_TI***zr,Media art in a cool place. It&#39;s a great summer resort with good music and pleasant eyes.,5.0,2024-08-05 09:06:25
