place_id,place_name,comm_score,cover_image_url,location,tag_list,coordinate_type,latitude,longitude,address,description
144004676,Trade Tower Building,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seoul,,GCJ02,37.510324,127.061023,"511 Yeongdong-daero, Gangnam-gu, Seoul, South Korea",No Description
142830337,LOTTE CINEMA Wirye,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M02/AF/63/CghzfFW7IAaAPaqMAAA-wvU2dn8545.jpg,Seongnam,['Cinemas'],GCJ02,37.472542,127.141278,"104 Wiryegwangjang-ro, Sujeong-gu, Seongnam-si, Gyeonggi-do, South Korea",No Description
22846479,T.um - SK telecom Ubiquitous Museum,4.0,https://ak-d.tripcdn.com/images/ww0m1e000001f84zx3C54.png,Seoul,['Museums'],GCJ02,37.566448,126.985114,"65 Eulji-ro, Jung-gu, Seoul,",You can experience the technical power of SK Telecom. This is an environment where you can experience a variety of ICTs without the limitations of corporate publicity halls that only focused on information transmission and function experience in the past. .
56045732,Taehwa Bowling Center,3.0,https://ak-d.tripcdn.com/images/100t0f0000007gxvq9397.jpg,Seoul,['Bowling Alleys'],GCJ02,37.553424,126.925725,"343-2, Seogyo-dong, Mapo-gu | Taehwa Plaza, Seoul, South Korea",No Description
137172435,Ttukseom Museum,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M08/AE/87/CghzfVW7IAOAbNKNAABCrs7mUrY425.jpg,Seoul,['Museums'],GCJ02,37.547178,127.04832,"33 Achasan-ro, Seongdong-gu, Seoul, South Korea",No Description
95997354,Shinsa Park,0.0,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153.jpg,Seoul,['City Parks'],GCJ02,37.526679,127.021439,"Apgujeong-dong, Gangnam-gu, Seoul",No Description
146517635,Apgujeong Graffiti Tunnel,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seoul,,GCJ02,37.530788,127.041752,"South Korea, Seoul, Gangnam-gu, 압구정동",No Description
144592026,Chunggyesan Isubong,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seongnam,,GCJ02,37.413709,127.046606,"South Korea, Gyeonggi-do, Gwacheon-si, 막계동",No Description
142262227,Lotte Cinema Juyeop,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M02/AF/63/CghzfFW7IAaAPaqMAAA-wvU2dn8545.jpg,Goyang-si,['Cinemas'],GCJ02,37.670824,126.760988,"22 Juyeop-dong, Ilsanseo-gu, Goyang-si, Gyeonggi-do",No Description
146458017,Anyang indoor pool,0.0,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C.jpg,Anyang,,GCJ02,37.406276,126.948671,"389 Pyeongchon-daero, 비산3동 Dongan-gu, Anyang-si, Gyeonggi-do, South Korea",No Description
